作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
高节孝李太夫人哀思录,题跋,其他,1928,高节孝李太夫人哀思录,evt_01819,10月25日，高燮之母李太夫人病殁，请为《高节孝李太夫人哀思录》题耑。
中国美术之商略,题跋,其他,1928,中国美术之商略,evt_01821,10月31日晚，应俭德储蓄会之邀作题为《中国美术之商略》之公开演讲。
秋英先参记,作画,山水,1928,秋英先参记; 麻姑; 兰草; 西府海棠; 双柳簃图,,
餐英盛会记,作画,山水,1928,餐英盛会记,evt_01832,民生《餐英盛会记》：“昨日（12日）为秋英会第一次书画金石展览会之第四日，预约定是日下午六时全体同人聚餐，并于餐前合作书画，到者寿芝、春澍、公展、逸民、冷月、惜庵、六阳、介堪、孟容、声远、一亭、澹涵、辛壶、云鹤、剑华、大千、善孖、亚青、陶民、寄凡、子鼎、玉岑、曼青、半跛、德怡、慕唐、公禺、师子、公冶、英宾、企周、哲惠、仲谋、屠格、个簃、素庵、博亭、吉生、杏芬、瘦铁、苇佛、臼厂、铁年、海粟、仲熙、青霞、雪泥、无声、万里、浩然五十余人，即席成四尺中堂九秋图两帧，一帧全属菊花，墨笔彩色，光怪陆离，错杂成趣。此外山水、人物、花鸟无一不备，而爱山水者有时转画花卉，画人物者转画山水，玩一出倒串戏，别生高趣
秋英会读画记,作画,山水,1928,秋英会读画记; 秋山行旅图; 松风泉韵图; 柳岸; 大士像,,
秋英会之宴,题跋,其他,1928,秋英会之宴,,
沪上画人集绘记,作画,其他,1928,沪上画人集绘记,evt_01839,冥飞《沪上画人集绘记》：“冥飞去沪年许，比来始言归。国内画家多集于此，且有秋英社之组织云。十月既望后一日，偶至大西路两宜里汪英宾所。院落中方陈鼓吹，则其太翁禹丞值五十有九初度。冥飞谊属通家，而未之前闻，仓卒客乃以两肩荷一口者为仪焉。于是画人至者：王师子、王个簃、王匋民、方介堪、朱凤竹、朱应鹏、朱群园、沈益斋、李祖韩、李秋君兄妹、吴仲熙、吴青霞父女、符铁年、张善孖、张聿光、唐吉生、俞剑华、汤临泽、杨清磬、黄宾虹、陶冷月、奚屠格、曾公冶、马万里、马企周、马孟容、马公禺、蔡逸民、楼辛壶、熊松泉、郑曼青、郑午昌、萧厔泉、钱瘦铁、钱云鹤、谢公展、谢玉岑，都为二十七人。方分成数案，调铅殽粉，挥毫落纸，有数
秋夜感怀,题跋,山水,1928,秋夜感怀,,
神州大观续编,出版,其他,1928,神州大观续编; 神州大观,evt_01846,《神州大观续编》优待预定广告：“△黄宾虹主编△上海神州国光社出版本社前出版《神州大观》早已脍炙人口，现出续编，改为月刊，其内容之丰富，印刷之精良，均较前编益求进步。兹为优待美术界起见，减低定价，发售预定。本集六大特色如左：（一）内容：每集精选历代名画法书真迹凡十四帧。（二）印刷：用珂版精印，自第四集起，每集并加印四色套珂版一帧，与真迹丝毫不爽，尤为难得。（三）纸料：选用上等夹贡纸，封面用柿青纸，完全国货。（四）书式：书长凡十五英寸，阔十一英寸，绝无版小模糊之弊。（五）装订：用四线精订，古雅美观。（六）价格：为提倡美术，优待读者起见，特别减低价格，价目如左：（略）”
自习画谱大全,作画,其他,1928,自习画谱大全,evt_01848,12月，马骀（企周）编绘《自习画谱大全》由世界书局发售预约。
中国学术讨论,作画,山水,1928,中国学术讨论,evt_01850,12月，陈柱主编《中国学术讨论》第二集由群众图书公司发行，刊所绘山水画一幅于首页。
载酒园诗话,著述,其他,1928,载酒园诗话; 皱水轩词筌; 一木堂集,evt_01857,诸贞壮序云：“贺黄公《载酒园诗话》二种，附《皱水轩词筌》，吾大至阁中旧藏也。卷端有歙县黄白山先生手书评语，每则并钤以小印。宗元但知先生为胜明遗老，不仕于清，好小学训诂，开其乡江、戴二氏之先，所著《一木堂集》曾被禁毁，初不知为吾友宾虹之远祖也。戊辰之岁，同宾虹遇于上海，出书与观，宾虹假以录副。”
中国学会成立大会纪,出版,其他,1929,中国学会成立大会纪,evt_01860,《中国学会成立大会纪》：“中国学会发起，甫经两月，海内学者来函加入者达八十余人，爰于元旦日假俭德会开成立大会，到者有姚明𪸩、胡朴安、谭禅生、胡惠生、李续川、吕志伊、庞青城、胡寄尘、闻野鹤、周予同、徐蔚南、陈柱尊、叶恭绰、田桐、伍仲文、郭步陶、严濬宣、陈乃干、朱香晚、俞凤宾、范子美、姚石子、周迪前、高君定、黄宾虹等数十人，当推胡朴安主席，由谭禅生记录，讨论会章，通过并推定胡朴安为编撰部主任干事。闻该会另行组织一出版部，印刷及发行本会各种刊物，并代会员印刷及发行各种书籍，并代会员访购各种书报等。闻该会入会不需会费，由会员二人介绍即可为会员，通信处暂假新闸路六三七号云。”（1月4日申报）
上海的学艺团体·中国学会,出版,其他,1929,上海的学艺团体·中国学会,evt_01861,胡寄尘《上海的学艺团体·中国学会》：“中国学会为胡朴安、姚石子、陈乃干于1928年（民国十七年）1月1日假老靶子路俭德会开成立大会，此时加入会中的已有八十余人。该日到会的有二十六人，其前于右任、叶恭绰、马叙伦、蒋观云诸人均有来函，对于会名及入会资格问题，所有提议，开会时将函件依次传观，并将章程分别讨论、议决、定名为中国学会，简章逐条修改、通过。在开成立大会以前，已先出《中国学术周刊》一种，附《时事新报》发行，中间约停止一年。1931年（民国二十年）起复刊，改附《民国日报》发行，至1932年（民国二十一年）‘一·二八’中日战前，《民国日报》被迫停版，周刊也连带停止，先后加入的会员约三百人（据19
中国学会简章,出版,其他,1929,中国学会简章,evt_01863,《中国学会简章》：“第一条：本会以研究中国学术，发扬民族精神为宗旨。第二条：凡志愿研究中国学术者，经会员二人之介绍，得为中国学会会员。第三条：会员研究中国学术有相当贡献者，其著作品得由本会出版部发表，但会员各得保留其著作权。第四条：本会设编撰、讲演、会务三部，每部推一干事主任之。第五条：本会另行组织一出版部，发行周刊及书册等，其资本以公司章程召集之，本会会员有优先入股之权。第六条：出版部之规章另定之。第七条：凡本会会员有委托本会出版部发行著作，及购买出版部出版品优待之权利。第八条：每年常会二次，由会务干事通知之。第九条：临时会不限次数，关于学术之讨论，由会员二人以上之提议，经主任干事召集之。第
二俞、张、王国画展览小志,题跋,山水,1929,二俞、张、王国画展览小志; 西厢; 夏承; 石门颂,,
寒之友集会读画绝句,作画,山水,1929,寒之友集会读画绝句; 瑶池一角; 芙蓉松石; 双梅; 五清,,
二美宴记,作画,山水,1929,二美宴记; 红楼梦,evt_01875,俞剑华《二美宴记》：“二美宴者，非美人之宴，乃美术界之宴也。月之二十一日经子渊、陈树人、李祖韩三君为何香凝女士募画事，宴海上画家二十余人于卡德路李宅，二十二日为神州国光社黄宾虹先生宴海上美术界、报界、文艺界百余人于大东酒楼。两宴不佞均幸参末席，以其于中国美术界有重大之关系，故于酒后拉杂记之。何香凝女士为先烈廖仲恺先生夫人，工书善画，仲恺殉难后，在广东立一仲恺蚕桑学校，以资纪念。现该校经费不足，何女士拟于两月后赴洋募捐，为捐募便利，且可将中国艺术博览于世界起见，拟征求画家作品，以期一举两得。是日虽仓卒召请，且寒风苦雨，而到者尚极踊跃，计有商笙伯、张红薇、郑曼青、方介堪、马孟容、秦清曾、沈子丞、张
自叙,篆刻,篆刻,1929,自叙; 印说; 宾虹藏印二集,evt_01883,《自叙》：“余旅食沪壖垂二十年，戢影尘淄，古懽遣日，金石文字，昕夕摩挲，惟于鈢印，尤所酷好，屡失屡得，可千百计。道因器存，有三善焉。殷商贞卜，周秦鼎彝，考释诸书，日益繁浩，说文古籀，汗简石经，七国古文，湮没已久。昔著竹帛，嬗变隶楷，今存镂刻，矩矱先民，䌷绎简编，足资征引，其善一也。篆分大小，禀训斯、冰，碑碣留遗，风雨剥蚀。古印出土，如发新硎。画以肖形，字多异体，方圆奇正，可助挥豪，其善二也。阳款阴识，间白分朱，制别官私，质殊金玉。立亭覆斗，细侔筑坛，驼虎龟蛇，状兼各兽。子母穿带，急就回文，凿铸异宜，犹瞻制作，其善三也。鉴此三善，务祛四弊。一曰习见。部曲军侯，刘胜任贺，累累数十，如出一笵，印谱传
葱岭,著述,其他,1929,葱岭; 六法感言,evt_01887,为上海美术专门学校新创办之校刊《葱岭》题署，并撰《六法感言》刊于第二期。
大风堂观画记,题跋,山水,1929,大风堂观画记; 仿王孟端山水; 红树青山图; 白描仕女; 天目龙凤图,,
艺苑春宴集画记,题跋,山水,1929,艺苑春宴集画记,evt_01894,玉《艺苑春宴集画记》：“三月三日正午，沪西林荫路艺苑绘画研究所有盛大之宴会，由创办人江小鹣、王济远、朱屺瞻、张辰伯四氏柬邀海上文艺界名流，到会者有王一亭、陈树人、何香凝、经亨颐、徐志摩、邵洵美、周瘦鹃、丁悚、陈小蝶、吴湖帆、李祖韩、李秋君、唐蕴玉、金启静、张聿光、方介堪、黄宾虹、俞剑华、王陶民、狄平子、钱瘦铁、王师子、商笙伯、沈子丞、邱代明、王远勃、吴仲熊、张大千、张善孖、马孟容、楼辛壶、郑午昌、李毅士、郑曼青、胡伯翔、张光宇、卷施老人、马万里等五十余名家。艺苑作长厢楼，原为江、王二氏旧居，今辟中西画室八大间，陈列现代名家中西杰作，其最大一室，为作人体写生，四壁油色累累，裸体画与国画并陈。室内
中国艺术学会简章,著述,其他,1929,中国艺术学会简章; 艺观; 艺观,evt_01905,《中国艺术学会简章》：“一、定名本会定名为中国艺术学会。二、宗旨本会以研究中国金石、书画、文字、西洋绘画、雕刻及其他艺术为宗旨。三、组织本会暂设总务、编辑、研究三部分，分别办理本会一切事宜。四、会员凡有志研究中国艺术照章纳费者，均得为本会会员。五、会费名誉会员每年会费十元，普通会员每年三元。六、集会（甲）会员大会：由本会视会员之利便，随时通告召集之。（乙）讲演会：由本会随时召集，随时通告召集之。（丙）展览会：每年举行一次。七、刊物（甲）定期刊物：本会现已出版《艺观》杂志一种，以后更拟出版其他关于艺术之杂志。（乙）本会除出版上述之杂志外，并拟搜集关于艺术之材料，分别出版各项图书。八、会员之权利（
全国美展会第二日之盛况,著述,其他,1929,全国美展会第二日之盛况; 美展,evt_01909,《全国美展会第二日之盛况》：“昨日（十一日）系国货路教育部全国美术展览开会之第二日，其盛况不下于开幕之日，如蔡孑民、何香凝、陈树人等人，皆先后莅至，流连于陈列室，不忍遽去。闻蔡孑民对于该会出版之《美展》三日刊极为赞美，临行时曾担任逐期撰稿。（下略）”（4月12日申报）
美展,出版,其他,1929,美展; 画家品格之区异,evt_01915,同日，全国美展三日刊《美展》第一期发行，《画家品格之区异》刊其上。
教育部全国美术展览会上海美术专门学校国画系教授出品,出版,其他,1929,教育部全国美术展览会上海美术专门学校国画系教授出品; 桂林叠彩山图,,
山水,出版,山水,1929,山水,evt_01919,同日，《美术界特刊》由生生美术公司出版发行，收入戊辰年所作《山水》一帧。
漓江纪游,书法,其他,1929,漓江纪游,evt_01923,约此际，为王春渠书《漓江纪游》。
凭虚取神跖实取力——黄宾虹画学的虚实之变,题跋,山水,1929,凭虚取神跖实取力——黄宾虹画学的虚实之变; 虚与实; 虚与实; 宾虹论画; 宾虹论画,evt_01935,拙文《凭虚取神跖实取力——黄宾虹画学的虚实之变》：“与其说，以其浑厚华滋面貌特异的作品贡献给艺林，毋宁说，黄宾虹更侧重以蕴含中国古代哲理的画学智慧寻求中国画的再生。在欧风东渐大浪潮的冲击下，疲而乏力的、被日蹙的生计拖累得无暇自顾的画坛陷入无所措手的逆境。于是，有识之士开始思考中国画的未来。较之应对的第一反应走‘以夷变夏’或‘中西融合’易于为功的道路，黄宾虹选择了一条更为险峻，也更为苦涩的道路。当中国画坛领受‘山雨欲来风满楼’之前的1906年，高剑父、高奇峰兄弟在日本举办了旨在‘融中、日、西’为一体的‘绘画革命’的展示。无疑，这是以明晰思辨为特征的中国画家应变的先声，是中国近现代画史上的重要事件
