row,作品名,年份,event_id,状态,图片路径,图片URL,来源,查询词,匹配分数,命中作品名,命中作者,图片哈希,候选数量,候选1,候选2,候选3,错误信息
250,李可染研究,1954,evt_04981,已下载,C:\Users\wu\Desktop\待查作品图片\250_李可染研究.jpg,"https://img0.baidu.com/it/u=589318791,637281308&fm=253&fmt=auto&app=138&f=JPEG?w=531&h=500",百度图片-新浪收藏,黄宾虹 李可染研究,19,TRUE,TRUE,fb9ec23902840ecb33550a1a7a17249f325440d5fd398139743c81cbc1dccb09,5,"[19 作品名=False 查询作品名=True 作者=True] 歙县探寻黄宾虹故居 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B4jtrtwg_z&e3BvgAzdH3Ftmpq32s?u654=vwsswrr | https://img2.baidu.com/it/u=4123108203,2652576167&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=823","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的绘画艺术 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0lmmbmcnm_8d88dnb9b | https://img0.baidu.com/it/u=589318791,637281308&fm=253&fmt=auto&app=138&f=JPEG?w=531&h=500","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:鉴画如看美人,不看外表看风骨! | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flcad00l09_8d88d9088 | https://img0.baidu.com/it/u=1577965840,3633682136&fm=253&fmt=auto&app=120&f=JPEG?w=607&h=441",
253,上海书画研究会简章,1910,evt_00600,已下载,C:\Users\wu\Desktop\待查作品图片\253_上海书画研究会简章.jpg,"https://img2.baidu.com/it/u=2802537509,3618694877&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=646",百度图片-荣宝斋,黄宾虹 上海书画研究会简章,19,TRUE,TRUE,f12f3a0ff266c4c358ad0137fb3adc4e564b323aba1ed8fc1307e1bddb89ace5,5,"[19 作品名=False 查询作品名=True 作者=True] 🎨黄宾虹画作鉴定:真迹还是仿品? | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_c0aa0mmc8808nlmbl9d | https://img2.baidu.com/it/u=2802537509,3618694877&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=646","[19 作品名=False 查询作品名=True 作者=True] 国画大师黄宾虹篆书对联欣赏【六】 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9m8b8ndddb9dllnbmcm | https://img0.baidu.com/it/u=4143177616,879593809&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1063","[19 作品名=False 查询作品名=True 作者=True] 国画大师黄宾虹篆书对联欣赏【五】 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_99b8lb9a88dcn9aldb9 | https://img1.baidu.com/it/u=1841690717,980021629&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1016",
257,艺乘书画展览会,1930,,候选下载失败,,"https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156",百度图片-维基中文,《艺乘书画展览会》 黄宾虹,19,TRUE,TRUE,,5,"[19 作品名=False 查询作品名=True 作者=True] 《黄宾虹》100x68cm(现有作品) - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0calal0clb8ld0mmdn9 | https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹山水华滋花鸟欢快,赏心悦目!#文人画 #黄 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0c8acacaldb00l9m89l | https://img0.baidu.com/it/u=4070943975,2256501838&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 杭州看展必去:黄宾虹书画艺术展 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_990nm8nmcd0aa88ma8m | https://img1.baidu.com/it/u=3188633249,4259433593&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1054",百度图片-维基中文 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-维基中文 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-维基中文 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-维基中文 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-维基中文 分数=19: 图片内容与已下载作品重复，已跳过
261,市博物馆各方赠送陈列品踊跃,1936,evt_03331,已下载,C:\Users\wu\Desktop\待查作品图片\261_市博物馆各方赠送陈列品踊跃.jpg,"https://img0.baidu.com/it/u=635110041,51075162&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",百度图片-新浪收藏,黄宾虹《市博物馆各方赠送陈列品踊跃》,19,TRUE,TRUE,2d983bf1b7b64ccf7d2f932d3d940d21b4712a4375deb3f2cfed66247fac7024,5,"[19 作品名=False 查询作品名=True 作者=True] 📜黄宾虹与马一浮的珍贵信札诗稿集 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_nnbdnaanmcc00a90mdl | https://img2.baidu.com/it/u=4111361670,1442889537&fm=253&fmt=auto&app=120&f=JPEG?w=978&h=800","[19 作品名=False 查询作品名=True 作者=True] 一代书画大师黄宾虹先生五言精品对联欣赏交#无尽藏品 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0cadmn0bcna00n8a090 | https://img0.baidu.com/it/u=635110041,51075162&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 书法大会:上海博物馆东馆展览黄宾虹篆书对联 | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flnam9a9lm_9lnmdm | https://img2.baidu.com/it/u=1790835116,2583954907&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=706",
265,气韵,1944,evt_04078,已下载,C:\Users\wu\Desktop\待查作品图片\265_气韵.jpg,"https://img1.baidu.com/it/u=3371109348,335280371&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1299",百度图片-孔夫子旧书网,黄宾虹《气韵》,19,TRUE,TRUE,8e5c0e5bc6c5c30c92dc61e1a68ae3aafa3fee4b420e394c0bffaf14dea29422,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹绘画中的墨色,墨气,墨韵 | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fld88nmbma_8d88d90nn | https://img1.baidu.com/it/u=3371109348,335280371&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1299","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:不读万卷书,不行万里路,难以言境界 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8b8dc9m9b8c8cb9dmda&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=1831333619,2555677971&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1095","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的山水画,干笔淡墨,疏淡清逸,空灵古雄 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flda00nbm0_8d88d90nn | https://img0.baidu.com/it/u=1070527013,2428674682&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=923",
267,字诂,1874,evt_00078,已下载,C:\Users\wu\Desktop\待查作品图片\267_字诂.jpg,"https://img1.baidu.com/it/u=763915927,1216997666&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1063",百度图片-澎湃艺术,《字诂》 黄宾虹,19,TRUE,TRUE,135f66708f6ad3b6642e68c1a74db5f9cd033e90f4659bbebffbeebb0fa273f1,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flabcl9aab_8d88d908a | https://img1.baidu.com/it/u=763915927,1216997666&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1063","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹金文书法欣赏 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fb0a8b80n0_8d88d908a | https://img0.baidu.com/it/u=2956436333,3685550139&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1372","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flabcl9aab_8d88d908a | https://img0.baidu.com/it/u=2838136277,449318272&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1393",
271,建康实录,1888,,已下载,C:\Users\wu\Desktop\待查作品图片\271_建康实录.jpg,"https://img0.baidu.com/it/u=2022937184,1845567847&fm=253&fmt=auto&app=138&f=JPEG?w=349&h=500",百度图片-北京翰海,《建康实录》 黄宾虹,19,TRUE,TRUE,76a8bbcae60494803a5dc584c97b6b391c0b9d54b146e01fbd472695c4068bb3,5,"[19 作品名=False 查询作品名=True 作者=True] 《黄宾虹》100x68cm(现有作品) - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0calal0clb8ld0mmdn9 | https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156","[19 作品名=False 查询作品名=True 作者=True] 歙县探寻黄宾虹故居 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B4jtrtwg_z&e3BvgAzdH3Ftmpq32s?u654=vwsswrr | https://img2.baidu.com/it/u=4123108203,2652576167&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=823","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 | ippr_z2C$qAzdH3FAzdH3Fkjtwg_z&e3Bw6p65g_z&e3BgjpAzdH3Fo56hfAzdH3F80dn8l | https://img0.baidu.com/it/u=2022937184,1845567847&fm=253&fmt=auto&app=138&f=JPEG?w=349&h=500",
275,荔支湾送别图,1909,evt_00539,已下载,C:\Users\wu\Desktop\待查作品图片\275_荔支湾送别图.jpg,"https://img1.baidu.com/it/u=2918093888,1591134942&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=935",百度图片-博宝艺术网,黄宾虹《荔支湾送别图》,19,TRUE,TRUE,bfc8fc105eb04b253428c58ae1dc5374bc84a8c2bc2d2b31d4c1972e85796610,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:古典主义的永恒传奇 🎨 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9mlmm0manamd0mc00c0 | https://img0.baidu.com/it/u=4127081860,732487425&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=656","[19 作品名=False 查询作品名=True 作者=True]  p>该作品为黄宾虹先生80岁以后的精品力作,现由湖北美术学院收藏. | ippr_z2C$qAzdH3FAzdH3Fkwthj_z&e3Bkwt17_z&e3Bv54AzdH3Ftpj4AzdH3F%E9%Bb%BA%Ec%b0%A9%Em%B8%Aa%Ec%bc%bb%E0%l9%lF%E9%BD%lC%Ec%B8%B8%Em%Ba%B9%Ec%lB%lB%Em%lD%A8%Ec%B8%bFAzdH3Fma090cac | https://img1.baidu.com/it/u=2918093888,1591134942&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=935","[19 作品名=False 查询作品名=True 作者=True]  p>该作品为黄宾虹先生80岁以后的精品力作,现由湖北美术学院收藏. | ippr_z2C$qAzdH3FAzdH3Fkwthj_z&e3Bkwt17_z&e3Bv54AzdH3Ftpj4AzdH3F%E9%Bb%BA%Ec%b0%A9%Em%B8%Aa%Ec%bc%bb%E0%l9%lF%E9%BD%lC%Ec%B8%B8%Em%Ba%B9%Ec%lB%lB%Em%lD%A8%Ec%B8%bFAzdH3Fma090cac | https://img0.baidu.com/it/u=2222564770,2699130448&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=741",
279,文艺批评·滨虹印谱,1912,evt_00819,已下载,C:\Users\wu\Desktop\待查作品图片\279_文艺批评·滨虹印谱.jpg,"https://img2.baidu.com/it/u=191100314,3062343646&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1737",百度图片-荣宝斋,《文艺批评·滨虹印谱》 黄宾虹,19,TRUE,TRUE,b5bdc7b83768f5923e6bb0e6466b61db0baa0253b5d730f69e7c15620e3d98b0,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹八十八岁高龄篆书作品欣赏 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9b0m8lab98nllddd0c9 | https://img1.baidu.com/it/u=2324217739,2830546507&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=880","[19 作品名=False 查询作品名=True 作者=True] 🎨黄宾虹画作鉴定:真迹还是仿品? | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_c0aa0mmc8808nlmbl9d | https://img2.baidu.com/it/u=2802537509,3618694877&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=646","[19 作品名=False 查询作品名=True 作者=True] 国画大师黄宾虹篆书对联欣赏【六】 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9m8b8ndddb9dllnbmcm | https://img0.baidu.com/it/u=4143177616,879593809&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1063",
283,秦汉丁氏印谱序,1916,evt_01020,已下载,C:\Users\wu\Desktop\待查作品图片\283_秦汉丁氏印谱序.jpg,"https://img2.baidu.com/it/u=379944322,2526467454&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=550",百度图片-上海博物馆,黄宾虹《秦汉丁氏印谱序》,19,TRUE,TRUE,de8a5ff46025c78edb01dad39d65a00e9c9cbbffb8b85f8f495e43a3199b25ce,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹八十八岁高龄篆书作品欣赏 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9b0m8lab98nllddd0c9 | https://img1.baidu.com/it/u=2324217739,2830546507&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=880","[19 作品名=False 查询作品名=True 作者=True] 国画大师黄宾虹篆书对联欣赏【六】 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9m8b8ndddb9dllnbmcm | https://img0.baidu.com/it/u=4143177616,879593809&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1063","[19 作品名=False 查询作品名=True 作者=True] 却顾所来径一黄宾虹家珍 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8b9b8bcammnaalb88ab&ou6=frt1j6&u56=rv | https://img2.baidu.com/it/u=379944322,2526467454&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=550",
287,士一居印谱,1918,,已下载,C:\Users\wu\Desktop\待查作品图片\287_士一居印谱.jpg,"https://img0.baidu.com/it/u=433574045,1858528596&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",百度图片-台北故宫,黄宾虹《士一居印谱》,19,TRUE,TRUE,7a7f072de107e530fa072b075c6a595b6cabec61754741a9b312a8abe0ccac41,5,"[19 作品名=False 查询作品名=True 作者=True] 🎨黄宾虹画作鉴定:真迹还是仿品? | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_c0aa0mmc8808nlmbl9d | https://img2.baidu.com/it/u=2802537509,3618694877&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=646","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹作品鉴定真迹精品无疑. #感受国画的 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0n9m98bbc8lnb88a0na | https://img0.baidu.com/it/u=433574045,1858528596&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹作品鉴定.真迹精品无疑. - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0d0bmad0dmabl9dbdb8 | https://img2.baidu.com/it/u=981214116,2044155706&fm=253&fmt=auto&app=138&f=JPEG?w=608&h=810",
291,华国,1923,evt_01379,已下载,C:\Users\wu\Desktop\待查作品图片\291_华国.jpg,"https://img0.baidu.com/it/u=1405009594,2019774843&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1529",百度图片-维基中文,《华国》 黄宾虹,19,TRUE,TRUE,a7b46859db20551164d416499ad8ce4f58ed9bf54bf6fd0a37b473bcea8bc473,5,"[19 作品名=False 查询作品名=True 作者=True] 《黄宾虹》100x68cm(现有作品) - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0calal0clb8ld0mmdn9 | https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156","[19 作品名=False 查询作品名=True 作者=True] 赵建成作品《黄宾虹》  69x69cm .赵建成作品《黄宾虹 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0d98cnan9dm89cadmbl | https://img0.baidu.com/it/u=1405009594,2019774843&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1529","[19 作品名=False 查询作品名=True 作者=True] 靳尚谊 《晚年黄宾虹》115×99cm 布面油画 1996年 | ippr_z2C$qAzdH3FAzdH3Futgwgvj_z&e3Bftgw_z&e3Bv54_z&e3BvgAzdH3F33xoAzdH3Fdadc-al-8lAzdH3F15v-tguqyphpb8naa88_z&e3Bfip4s | https://img0.baidu.com/it/u=2945012941,1520718902&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=930",
295,陶冷月年表,1928,evt_01705,已下载,C:\Users\wu\Desktop\待查作品图片\295_陶冷月年表.jpg,"https://img0.baidu.com/it/u=2155271131,3179317631&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1418",百度图片-雅昌画廊,陶冷月年表 黄宾虹 作品 图片,19,TRUE,TRUE,548ea1e88b8c03c3dfc829876a7622bfac7cf26a61f7b1869ccc2b3f2b8a8494,5,"[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 《黄宾虹》100x68cm(现有作品) - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0calal0clb8ld0mmdn9 | https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img1.baidu.com/it/u=1700189879,440458557&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=764",
299,石华,1929,evt_02070,已下载,C:\Users\wu\Desktop\待查作品图片\299_石华.jpg,"https://img0.baidu.com/it/u=348333442,2280666630&fm=253&fmt=auto&app=120&f=JPEG?w=330&h=313",百度图片-文汇报,黄宾虹 石华,19,TRUE,TRUE,c941db46da8b533a6b476fcfe47df40520b5acc9c75a919f8fe9cab809ecf2e3,5,"[19 作品名=False 查询作品名=True 作者=True] 八雅轩丨【墨缘有约】栖霞岭是黄宾虹人生中最快乐的时光 | ippr_z2C$qAzdH3FAzdH3F65ss_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0clllanml_8d88d90a0 | https://img0.baidu.com/it/u=348333442,2280666630&fm=253&fmt=auto&app=120&f=JPEG?w=330&h=313","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹|艺术之路注定是孤独的 | ippr_z2C$qAzdH3FAzdH3F4p_z&e3Bf5i7_z&e3Bv54AzdH3Fv7sAzdH3FrAzdH3Fd899llcmb_mbal90 | https://img1.baidu.com/it/u=3318824294,4059337608&fm=253&fmt=auto&app=138&f=JPEG?w=667&h=500","[19 作品名=False 查询作品名=True 作者=True] 《黄宾虹》100x68cm(现有作品) - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0calal0clb8ld0mmdn9 | https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156",
303,暮色,1935,evt_03052,候选下载失败,,"https://img0.baidu.com/it/u=1909866108,3106261465&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=697",百度图片-网易艺术,黄宾虹 暮色 画,19,TRUE,TRUE,,5,"[19 作品名=False 查询作品名=True 作者=True] 自然是活勉强即死黄宾虹先生逝世70周年 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbmnncbcdd_8dad08bad | https://img0.baidu.com/it/u=1909866108,3106261465&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=697","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹(1865～1955) 山色烟霭图 | ippr_z2C$qAzdH3FAzdH3Fwrr_z&e3Bxsyfw7v_z&e3Bv54AzdH3Fw7vpt5gAzdH3F1jpwtsAzdH3Ft1AzdH3Flmb09AzdH3F561j6AzdH3Fjews_r6tvjAzdH3Ff56pAzdH3F1jfv_z&e3Bip4s | https://img2.baidu.com/it/u=1475606927,120919617&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1049",百度图片-网易艺术 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-网易艺术 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-网易艺术 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-网易艺术 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-网易艺术 分数=19: 图片内容与已下载作品重复，已跳过
307,字征,1947,evt_04298,已下载,C:\Users\wu\Desktop\待查作品图片\307_字征.jpg,"https://img0.baidu.com/it/u=1525063890,425915074&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=3235",百度图片-台北故宫,黄宾虹《字征》,19,TRUE,TRUE,6b9f2a1d14955cdb1aac52c2590a45dd50125418b24975982aaecfea5a691a50,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹|《画学篇》 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0b99cbn8c_8d88d908a | https://img0.baidu.com/it/u=2994276961,2787624003&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=3235","[19 作品名=False 查询作品名=True 作者=True] 📜黄宾虹与马一浮的珍贵信札诗稿集 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_nnbdnaanmcc00a90mdl | https://img2.baidu.com/it/u=4111361670,1442889537&fm=253&fmt=auto&app=120&f=JPEG?w=978&h=800","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹""金石书法汇绘事""小解 | ippr_z2C$qAzdH3FAzdH3F4p_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fb0ndm0nnd_8d88d908a | https://img0.baidu.com/it/u=1525063890,425915074&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=3235",
311,文字系,1949,evt_04538,已下载,C:\Users\wu\Desktop\待查作品图片\311_文字系.jpg,"https://img0.baidu.com/it/u=2838136277,449318272&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1393",百度图片-人民网书画,黄宾虹 文字系,19,TRUE,TRUE,c3b260a303064532fe27a0ab45d3a5559675bdd76a848c131b5b9e2fed659b32,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flabcl9aab_8d88d908a | https://img0.baidu.com/it/u=2838136277,449318272&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1393","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹金文书法欣赏 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fb0a8b80n0_8d88d908a | https://img0.baidu.com/it/u=2956436333,3685550139&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1372","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flabcl9aab_8d88d908a | https://img1.baidu.com/it/u=763915927,1216997666&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1063",
